崖上的波妞,导演: 宫崎骏 Hayao Miyazaki,2008,日本,动画 奇幻 冒险,8.6,455124人评价
彗星来的那一夜,导演: 詹姆斯·沃德·布柯特 James Ward Byrkit,2013,美国 英国,科幻 悬疑 惊悚,8.5,530784人评价
黑客帝国2：重装上阵,导演: 拉娜·沃卓斯基 Lana Wachowski / 莉莉·沃卓斯基 Lilly Wachowski,2003,美国,动作 科幻,8.7,383050人评价
步履不停,导演: 是枝裕和 Hirokazu Koreeda,2008,日本,剧情 家庭,8.8,261536人评价
魂断蓝桥,导演: 茂文·勒鲁瓦 Mervyn LeRoy,1940,美国,剧情 爱情 战争,8.8,261405人评价
战争之王,导演: 安德鲁·尼科尔 Andrew Niccol,2005,法国 德国 美国,剧情 犯罪,8.7,343968人评价
爱乐之城,导演: 达米恩·查泽雷 Damien Chazelle,2016,美国,剧情 爱情 歌舞,8.4,826580人评价
末路狂花,导演: 雷德利·斯科特 Ridley Scott,1991,美国 英国 法国,犯罪 剧情 惊悚,8.9,225175人评价
谍影重重2,导演: 保罗·格林格拉斯 Paul Greengrass,2004,美国 德国,动作 悬疑 惊悚,8.7,332016人评价
燃情岁月,导演: 爱德华·兹威克 Edward Zwick,1994,美国,剧情 爱情 战争 西部,8.8,271877人评价
火星救援,导演: 雷德利·斯科特 Ridley Scott,2015,英国 美国 匈牙利 约旦,剧情 科幻 冒险,8.5,676043人评价
千年女优,导演: 今敏 Satoshi Kon,2001,日本,动画 剧情 爱情,8.8,242125人评价
阿飞正传,导演: 王家卫 Kar Wai Wong,1990,中国香港,犯罪 剧情 爱情,8.5,477434人评价
再次出发之纽约遇见你,导演: 约翰·卡尼 John Carney,2013,美国,喜剧 爱情 音乐,8.6,404642人评价
谍影重重,导演: 道格·里曼 Doug Liman,2002,美国 德国 捷克,动作 悬疑 惊悚,8.6,399805人评价
花束般的恋爱,导演: 土井裕泰 Nobuhiro Doi,2021,日本,剧情 爱情,8.6,510826人评价
朗读者,导演: 史蒂芬·戴德利 Stephen Daldry,2008,美国 德国,剧情 爱情,8.6,435635人评价
海洋,导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud,2009,法国 瑞士 西班牙 美国 阿联酋 摩纳哥,纪录片,9.1,151914人评价
香水,导演: 汤姆·提克威 Tom Tykwer,2006,德国 法国 西班牙 美国 比利时,剧情 犯罪 奇幻,8.5,519400人评价
穿越时空的少女,导演: 细田守 Mamoru Hosoda,2006,日本,剧情 爱情 科幻 动画,8.6,362973人评价
地球上的星星,导演: 阿米尔·汗 Aamir Khan,2007,印度,剧情 儿童 家庭,8.9,193989人评价
我爱你,导演: 秋昌民 Chang-min Choo,2011,韩国,剧情 爱情,9.0,156633人评价
弱点,导演: 约翰·李·汉考克 John Lee Hancock,2009,美国,剧情 家庭 传记 运动,8.7,277304人评价
哈利·波特与死亡圣器(上),导演: 大卫·叶茨 David Yates,2010,英国 美国,奇幻 冒险,8.5,520062人评价
完美陌生人,导演: 保罗·格诺维瑟 Paolo Genovese,2016,意大利,剧情 喜剧,8.5,499835人评价
